0000000-00.2010.8.02.0001
0000000-25.2007.8.02.0001
0000001-02.2011.8.02.0023
0000001-02.2017.8.02.0149
0000001-03.2011.8.02.0055
0000001-05.2011.8.02.0022
0000001-05.2012.8.02.0043
0000001-05.2013.8.02.0064
0000001-06.2011.8.02.0054
0000001-06.2014.8.02.0020
0000001-06.2015.8.02.0041
0000001-07.2012.8.02.0010
0000001-07.2012.8.02.0204
0000001-07.2013.8.02.0031
0000001-07.2014.8.02.0343
0000001-08.2011.8.02.0021
0000001-08.2012.8.02.0042
0000001-08.2015.8.02.0008
0000001-08.2015.8.02.0202
0000001-08.2018.8.02.0071
0000001-09.2011.8.02.0053
0000001-09.2014.8.02.0019
0000001-10.2007.8.02.0001
0000001-10.2008.8.02.0022
0000001-10.2012.8.02.0203
0000001-10.2015.8.02.0072
0000001-10.2017.8.02.0017
0000001-11.2012.8.02.0041
0000001-12.2009.8.02.0204
0000001-12.2016.8.02.0351
0000001-13.2008.8.02.0021
0000001-13.2012.8.02.0202
0000001-13.2013.8.02.0029
0000001-13.2016.8.02.0092
0000001-14.2012.8.02.0040
0000001-14.2013.8.02.0061
0000001-14.2014.8.02.0082
0000001-15.2004.8.02.0001
0000001-15.2011.8.02.0051
0000001-15.2014.8.02.0017
0000001-15.2015.8.02.0038
0000001-16.2016.8.02.0091
0000001-17.2011.8.02.0018
0000001-18.2009.8.02.0008
0000001-18.2013.8.02.0092
0000001-18.2014.8.02.0016
0000001-19.2014.8.02.0048
0000001-19.2015.8.02.0069
0000001-20.2012.8.02.0038
0000001-21.2015.8.02.0036
0000001-22.2015.8.02.0068
0000001-23.2011.8.02.0016
0000001-23.2012.8.02.0037
0000001-23.2013.8.02.0349
0000001-24.2009.8.02.0006
0000001-24.2011.8.02.0048
0000001-24.2014.8.02.0014
0000001-26.2011.8.02.0015
0000001-26.2011.8.02.0045
0000001-26.2014.8.02.0078
0000001-27.2014.8.02.0013
0000001-27.2016.8.02.0055
0000001-27.2016.8.02.0346
0000001-28.2009.8.02.0037
0000001-28.2010.8.02.0058
0000001-29.2010.8.02.0014
0000001-29.2011.8.02.0014
0000001-29.2014.8.02.0077
0000001-30.2007.8.02.0059
0000001-30.2014.8.02.0012
0000001-30.2017.8.02.0075
0000001-32.2013.8.02.0055
0000001-33.2011.8.02.0045
0000001-33.2014.8.02.0011
0000001-34.2008.8.02.0014
0000001-34.2010.8.02.0056
0000001-34.2012.8.02.0001
0000001-34.2019.8.02.0148
