0402127-49.2010.8.06.0001
0409830-80.2000.8.06.0001
0413669-16.2000.8.06.0001
0471648-47.2011.8.06.0001
0535517-67.2000.8.06.0001
0552649-40.2000.8.06.0001
0567643-73.2000.8.06.0001
0774283-11.2000.8.06.0001
0780006-11.2000.8.06.0001
0844551-02.2014.8.06.0001
0909251-55.2012.8.06.0001
0488654-67.2011.8.06.0001
0218226-29.2020.8.06.0001
0046671-66.2005.8.06.0001
0255110-57.2020.8.06.0001
0039159-61.2007.8.06.0001
0005096-11.2018.8.06.0167
0051714-43.2020.8.06.0167
0075108-39.2013.8.06.0001
0051719-04.2016.8.06.0071
0114148-86.2017.8.06.0001
8519542-31.2021.8.06.0000
8511151-84.2021.8.06.0001
8511311-12.2021.8.06.0001
8519999-63.2021.8.06.0000
0002468-60.2021.8.06.0000
0002470-30.2021.8.06.0000
0635097-38.2021.8.06.0000
0000942-58.2021.8.06.0000
0018142-69.2007.8.06.0000
0060276-55.2000.8.06.0001
0000100-20.2017.8.06.0000
8511691-53.2012.8.06.0000
8511884-68.2012.8.06.0000
8512267-46.2012.8.06.0000
8512688-36.2012.8.06.0000
8512761-08.2012.8.06.0000
8500057-32.2021.8.06.0069
8519955-44.2021.8.06.0000
8510207-82.2021.8.06.0001
8519495-57.2021.8.06.0000
8519490-35.2021.8.06.0000
8500266-79.2021.8.06.0043
8511637-69.2021.8.06.0001
8511230-63.2021.8.06.0001
0050790-83.2020.8.06.0053
0050976-72.2021.8.06.0053
0004454-23.2017.8.06.0054
0012058-55.2021.8.06.0293
0050199-21.2020.8.06.0054
